338188,Adventure Thriller Western ,nm0000169 nm0000949 nm0939697 nm0101799 ,11/26/2003,nm0000165 ,English Apache languages Spanish,USA,In 1885 New Mexico,,,
67975,Crime Drama Horror Musical Mystery Romance Thriller ,nm0001666 nm0001859 nm0915840 nm0533943 ,4/13/1972,nm0364252 ,English,USA,Two middle-aged women move to Hollywood,,,
1028532,Drama Family ,nm0000152 nm0000260 nm0846480 nm2105255 ,8/8/2009,nm0002120 ,English Japanese,USA UK,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,,,
396184,Action Crime Drama Thriller ,nm0586568 nm0843237 nm1830443 nm1795793 ,12/25/2004,nm0716347 ,Danish Serbo-Croatian,Denmark UK,Tony is released from prison - again. This time he has his mind set on changing his broken down life,,,
2199711,Action Crime Thriller ,nm1136881 nm0027215 nm0352032 nm0097893 ,1/25/2013,nm0352032 ,Tamil Hindi Telugu Arabic Pashtu,India,Vishwanathan,,,
99582,Drama Horror Sci-Fi Thriller ,nm0000662 nm0000102 nm0000210 nm0000287 ,8/10/1990,nm0001708 ,English,USA,Medical students bring themselves near death; their experiment begins to go awry.,,,
305669,Comedy ,nm0000188 nm0001451 nm0506405 nm0687506 ,3/7/2003,nm0788202 ,English,USA,When a lonely guy meets a woman on the Internet who happens to be in prison,,,
105159,Drama ,nm0001151 nm0000090 nm0000151 nm0473447 ,3/27/1992,nm0000814 ,English,Australia France USA,The Power of One is an intriguing story of a young English boy named Peekay and his passion for changing the world...,,,
2292182,Action Horror Sci-Fi ,nm0000319 nm0000920 nm2523609 nm1027911 ,,nm0712782 ,English,USA,A group of complete strangers find themselves isolated by a wealthy madman on his island compound.,,,
986233,Biography Drama ,nm0334324 nm0002565 nm0589665 nm0573054 ,10/2/2008,nm2588606 ,English Irish Gaelic,UK Ireland,Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,,,
2374902,Drama ,nm0797614 nm4157959 nm2855195 nm0348276 ,10/11/2013,nm0103880 ,Icelandic,Iceland,,,,
62755,Crime Drama Mystery Thriller ,nm0000348 nm0000020 nm0001421 nm0446037 ,10/16/1968,nm0281507 ,English,USA,A series of brutal murders in Boston sparks a seemingly endless and increasingly complex manhunt.,,,
862467,Adventure Drama Fantasy ,nm0586568 nm3063003 nm0607916 nm0692301 ,3/10/2010,nm0716347 ,English,Denmark UK,1000 AD,,,
363666,Action Crime Drama Romance Thriller ,nm0332871 nm0624174 nm0456093 nm0451600 ,6/3/1988,nm0474821 ,Hindi,India,Hatya is an experience. Through the eyes of a child. A spine-chilling musical thriller,,,
1073241,Drama Thriller ,nm0000295 nm0000369 nm0267812 nm0000291 ,7/29/2009,nm0527109 ,English,USA,In Washington,,,
62759,Adventure Comedy Crime Thriller ,nm0631994 nm0337380 nm0592490 nm0660311 ,1998-11,nm0301145 ,Russian,Soviet Union,Semyon Gorbunkov goes on a cruise. In Istanbul,,,
340110,Action Adventure Comedy Crime Thriller ,nm0271765 nm1333234 nm2398479 nm1471040 ,4/10/2003,nm0271765 ,English,Australia,The life at a suburban Sydney pizzeria.,,,
824375,Drama ,nm0000821 nm2318317 nm0720763 nm0621937 ,3/2/2007,nm0890060 ,Hindi,India,A man,,,
1587877,Comedy ,nm1871951 nm1995246 nm0001461 nm0199006 ,3/24/2010,nm1773597 nm1995246 ,French,France,Who has never been ashamed of Mom's new hairdo,,,
117887,Comedy Drama Music ,nm0000158 nm0000239 nm0000234 nm0779866 ,10/4/1996,nm0000158 ,English,USA,A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can,,,
453467,Action Sci-Fi Thriller ,nm0000243 nm1745736 nm0001029 nm0000174 ,11/22/2006,nm0001716 ,English,USA UK,An A.T.F. agent travels back in time to save a woman from being murdered,,,
1641638,Action Biography Drama History Sport ,nm3253626 nm0399062 nm0950707 nm0266658 ,6/24/2010,nm0946875 ,Cantonese,Hong Kong,Yip Man's resistance against invading foreigners,,,
396963,Drama ,nm0025389 nm0052621 nm0196702 nm0253913 ,2002,nm0080387 nm0837788 ,Marathi,India,,,,
100449,Comedy Crime ,nm0000195 nm0000133 nm0001642 nm0334746 ,7/13/1990,nm0291442 nm0000195 ,English,USA,Three thieves successfully rob a New York City bank,,,
52357,Drama Mystery Romance Thriller ,nm0000071 nm0001571 nm0000895 nm0375738 ,7/21/1958,nm0000033 ,English,USA,A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife,,,
265104,Action Adventure Horror Sci-Fi ,nm0001600 nm0940158 nm0000499 nm0357200 ,7/19/2001,nm0643422 ,English German,USA,In the distant future vampires have come out of the shadows and tried to live among people as a special and peaceful breed...,,,
2089750,Comedy ,nm0855039 nm1742630 nm0914327 nm0656215 ,11/23/2012,nm0411213 ,English,UK,A worried new teacher has to juggle a pregnant wife and a class of children on a road trip to the National 'Song for Christmas' Competition.,,,
57273,Sci-Fi Thriller ,nm0830818 nm0129038 nm0729032 nm0390710 ,,nm0103192 ,English,USA,Hitler's Brain is saved by Nazi madmen,,,
81562,Comedy Crime ,nm0000698 nm0001640 nm0113617 nm0001851 ,12/12/1980,nm0001627 ,English,USA,Skip and Harry are framed for a bank robbery and end up in a western prison. The two eastern boys are...,,,
814075,Documentary Crime ,nm2304970 nm2308906 nm2643166 nm2644007 ,2/22/2007,nm1332844 ,English,USA,Documentary about Father Oliver O'Grady,,,
2098843,Drama ,nm2746504 nm3615819 nm3816912 nm3816024 ,,nm3019115 ,English,UK,The Paddy Lincoln Gang are a rock band with everything - as well as total immersion in sex,,,
327597,Animation Fantasy Thriller ,nm0266824 nm0000159 nm1894655 nm0766837 ,2/6/2009,nm0783139 ,English Russian,USA,An adventurous girl finds another world that is a strangely idealized version of her frustrating home,,,
1512685,Horror Mystery Thriller ,nm0749104 nm0392913 nm1379745 nm0649649 ,10/29/2010,nm0602616 ,Spanish,Spain,The story of a woman who is slowly losing her sight whilst trying to investigate the mysterious death of her twin sister.,,,
1698010,Documentary Sport ,nm4349757 nm4349771 nm3162301 nm4349777 ,4/22/2011,nm4003301 ,English,UK,By vividly recounting the TT's legendary rivalries and the Isle of Man's unique road racing history...,,,
2098663,Short Sci-Fi Thriller ,nm4751327 nm4751696 nm3857525 ,,nm3857698 nm3857525 ,Greek,Greece,,,,
1822266,Drama Romance ,nm1738197 nm3128068 ,6/11/2010,nm1331153 ,Marathi,India,A girl from Mumbai who comes to Pune to meet a prospective groom,,,
1111313,Documentary ,nm2500538 nm3627631 nm3627471 nm3627506 ,,nm0916412 ,English,USA,The Elephant in the Living Room takes viewers on a journey deep inside the controversial American subculture...,,,
913354,Action Crime Thriller ,nm1551922 nm0000369 nm0000401 nm0000606 ,12/4/2009,nm0030735 ,English,USA,A newbie guard for an armored truck company is coerced by his veteran coworkers to steal a truck containing $42 million. But a wrinkle in their supposedly foolproof plan divides the group,,,
119778,Comedy Drama Romance ,nm0204706 nm0312297 nm0000450 nm0861361 ,8/21/1998,nm0026442 ,English,USA,An unlucky in love nurse finds her life taking a detour when her mother places a personals ad in the paper,,,
450843,Comedy Horror Thriller ,nm0001993 nm1625249 nm0581953 nm1867704 ,2/1/2006,nm1320966 ,French,France,A group of youngsters go out to a disco late one night and accidentally run into a shepherd who has prepared himself for a night of Satanic worship.,,,
79833,Animation Adventure Family Fantasy ,nm0074036 nm0119876 nm0566332 nm0693912 ,12/15/1979,nm0594503 ,Japanese English French,Japan,A flamboyant thief and his gang struggle to free a princess from an evil count's clutches and to learn the hidden secret to a fabulous treasure that she holds part of a key to.,,,
1509130,Drama Music ,nm1113550 nm0005273 nm0000223 nm0811242 ,,nm1270033 ,English,USA,A young girl who has been abandoned by her former-groupie mother informs a fading rock star that she is his daughter.,,,
196499,Documentary ,nm0495276 nm0256680 nm0297345 nm0808542 ,1969-12,nm0577263 ,English,USA,,,,
39822,Drama Romance War ,nm0894677 nm0836677 nm0730153 nm0007524 ,4/22/1949,nm0578483 ,French,France,In a small town in occupied France in 1941,,,
2418440,Comedy ,nm2285844 nm2288618 nm1273697 nm1346713 ,12/5/2013,nm1027519 ,Spanish,Spain,,,,
175880,Drama ,nm0000129 nm0001673 nm0000194 nm0000450 ,1/7/2000,nm0000759 ,English German French,USA,An epic mosaic of interrelated characters in search of love,,,
1151923,Romance Thriller ,nm0306357 nm0844761 nm1828251 nm2671273 ,1/28/2011,nm0179542 ,Spanish,Mexico Spain Colombia,A romantic thriller about a construction worker in hiding for killing his foreman who hides in the mansion where his girlfriend works as a maid.,,,
133985,Action Crime Thriller ,nm0000421 nm0000297 nm0001399 nm0000655 ,7/6/1999,nm0380705 ,English,USA,A disbarred lawyer takes credit for a late friend's book,,,
215129,Adventure Comedy ,nm0005227 nm0005405 nm0005442 nm0182455 ,5/19/2000,nm0680846 ,English,USA,Four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend.,,,
67741,Action Crime Thriller ,nm0745780 nm0348214 nm0162541 nm0820626 ,7/2/1971,nm0662953 ,English,USA,Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,,,
1754367,Drama ,nm5658329 nm1481070 nm4261099 nm5964329 ,11/22/2012,nm1196161 ,Spanish English French,Mexico France Netherlands Germany,Juan and his urban family live in the Mexican countryside,,,
1398029,Drama ,nm0777594 nm0350350 nm0275002 nm0817734 ,2/10/2011,nm2137182 ,German Spanish,Germany Argentina,During a stopover in Buenos Aires on her way to Chile,,,
757361,Comedy Drama ,nm0000173 nm0000492 nm1552919 nm2236928 ,2/21/2008,nm0000876 ,English,USA,Margot and her son Claude decide to visit her sister Pauline after she announces that she is marrying less-than-impressive Malcolm. In short order,,,
56142,Action Adventure Comedy Horror Sci-Fi ,nm0847396 nm0756292 nm0297741 nm0034889 ,6/26/1963,nm0393094 ,Japanese English,USA Japan,A pharmaceutical company captures King Kong and brings him to Japan,,,
478978,Drama ,nm0087794 nm0210655 nm2535273 nm2158389 ,,nm0711915 ,Portuguese,Brazil,During the period of 1964 to 1985,,,
87003,Comedy ,nm0000095 nm0001201 nm0287173 nm0056310 ,1/27/1984,nm0000095 ,English Italian Yiddish,USA,In his attempts to reconcile a lounge singer with his mistress,,,
87553,Drama History War ,nm0001832 nm0628955 nm0000518 nm0001696 ,2/1/1985,nm0423646 ,English French Central Khmer Russian,UK,"A photographer is trapped in Cambodia during tyrant Pol Pot's bloody ""Year Zero"" cleansing campaign",,,
97904,Crime Drama Thriller ,nm0003508 nm0094789 nm0862006 nm0932870 ,1990-06,nm0496312 ,French,France,A recluse is accused of murdering a young woman simply because his neighbors think he is strange.,,,
407304,Adventure Sci-Fi Thriller ,nm0000129 nm0266824 nm0000209 nm0001584 ,6/29/2005,nm0000229 ,English,USA,As Earth is invaded by alien tripod fighting machines,,,
1927172,Thriller ,nm0021132 nm1383586 nm0136922 nm0364280 ,4/27/2013,nm3355904 ,English,USA Italy,,,,
113540,Crime Drama ,nm0280559 nm0682399 nm0001721 nm1344991 ,7/28/1995,nm0164187 ,English,USA,A day in the life of a group of teens as they travel around New York City skating,,,
446029,Action Comedy Fantasy Romance ,nm0148418 nm0935541 nm0001085 nm0683467 ,8/13/2010,nm0942367 ,English,USA UK Canada Japan,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,,,
1209361,Horror Thriller ,nm0697785 nm0518715 nm0490707 nm0486068 ,,nm0840412 ,English,USA,A group of longtime friends converge on a fatal course with destiny when they cross paths with Alexander Tatum...,,,
245686,Adventure Comedy Drama Mystery Romance ,nm0005450 nm0199590 nm0588222 nm0063440 ,4/11/2001,nm0330140 ,English,USA,David Spade stars as Joe Dirt,,,
1687901,Horror Thriller ,nm0356017 nm0922035 nm0001767 nm0169982 ,11/11/2011,nm1960322 ,English French,UK,In 1921,,,
24252,Drama Romance ,nm0405977 nm0003579 nm0880569 nm0345073 ,2/27/1936,,German,Germany,Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end...,,,
2071491,Action Horror Sci-Fi ,nm4344994 nm4116138 nm3808488 nm3850419 ,4/20/2012,nm1448482 ,English,Canada,When an oil company unwittingly unleashes a prehistoric shark from its icy prison,,,
2273275,Documentary Drama Family Music ,nm4927392 ,,nm1203208 ,English,Canada USA Russia South Korea Switzerland UK,,,,
1978567,Animation Family Musical ,nm0068166 nm0004873 nm2732114 nm0005085 ,10/30/2012,nm0228147 nm5364864 ,English,South Korea USA,Trained in the skills of sea power,,,
1740,Short Drama Romance Western ,nm0842239 nm0334918 nm0524306 nm0226992 ,3/23/1911,,English,USA,When her father becomes ill,,,
119807,Action Adventure Comedy Crime ,nm0001454 nm0000209 nm0001525 nm0002064 ,7/18/1997,nm0644203 ,English,USA,Nick Beam's life couldn't get any worse. He discovers he has been living a lie and is on the verge of a nervous breakdown...,,,
64505,Action Comedy Crime Thriller ,nm0000323 nm0002021 nm0001350 nm0885203 ,9/3/1969,nm0172772 ,English Italian,UK,Comic caper movie about a plan to steal a gold shipment from the streets of Turin by creating a traffic jam.,,,
1006929,Drama Fantasy Mystery Romance Thriller ,nm0270451 nm0004309 nm0511349 nm0853573 ,,nm1937259 ,English,USA,A depressed young man struggles to move on and escape haunting memories of his girlfriend,,,
1648201,Comedy Drama Romance ,nm0689185 nm1065664 nm0857775 nm5090638 ,,nm0689187 ,English French,USA,An American photographer runs into an old flame while on assignment in Paris.,,,
1893195,Action Crime Drama ,nm0269419 nm0631516 nm0316074 nm1387232 ,1/27/2012,nm1356588 ,Italian,Italy France,A look at the controversial riot cops unit,,,
2708254,Drama ,nm0000421 nm0371660 nm0004986 nm3762060 ,,nm1667854 ,English,USA,Ex-felon,,,
184756,Drama ,nm0784038 nm0951309 nm0784039 nm1758757 ,,nm0877078 ,Turkish,Turkey,,,,
473267,Drama Horror Mystery Thriller ,nm0363699 nm0039162 nm1122026 nm1086543 ,1/1/2008,nm0617130 ,English,USA,A young girl uncovers a disturbing secret about her twin sister,,,
107045,Comedy ,nm0156314 nm0001152 nm0000793 nm0297602 ,12/7/1995,nm0322144 ,English,USA,"We spend a week in the L.A. offices where the daytime TV show ""The Love Judge"" is written and produced...",,,
3329246,Horror Thriller ,nm5654463 nm4195102 nm0621937 nm3264948 ,11/14/2013,nm6084342 ,Tamil,India,A writer moves into a mansion and things begin to go bump in the night.,,,
472582,Drama ,nm1954240 nm1986633 nm1985094 nm0047860 ,8/17/2006,nm1994122 ,English,Australia,A contemporary,,,
2636364,Drama Romance Thriller ,nm3869256 nm5308947 nm3976126 nm3382246 ,,nm4414683 ,English,UK,Suffering from a terminal illness,,,
112679,Drama Romance ,nm0000563 nm0000378 nm0642374 nm0004787 ,3/15/1995,nm0640466 ,English,Ireland USA UK,'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend,,,
3000284,Comedy ,nm3981484 nm1418952 nm3896678 nm5465692 ,6/15/2013,nm5749041 ,Malayalam,India,The movie revolves around two friends (Sebastian and Angel) who suddenly discover their love for each other...,,,
188674,Comedy Music ,nm0799591 nm0683455 nm0662744 nm0721885 ,5/5/2000,nm0449863 ,English,UK Ireland,Five friends spend one lost weekend in a mix of music,,,
56566,Drama ,nm0428354 nm0001673 nm0000021 nm0263885 ,2/23/1962,nm0454771 ,English,USA,A Psychiatrist and his life with a patient he helped to recover.,,,
71360,Drama Mystery Thriller ,nm0000432 nm0001030 nm0307255 nm0002078 ,1974-06,nm0000338 ,English,USA,A paranoid,,,
71361,Animation Crime Drama ,nm0924489 nm0330691 nm0001079 nm0859365 ,8/20/1975,nm0000835 ,English,USA,A multi-layered satire of race relations in America. Live-action sequences of a prison break bracket the animated story of Brother Rabbit...,,,
74782,Drama ,,1976,nm0452102 ,Persian,Iran,A woman orders a suit from a tailor for her young son to wear to her sister's wedding. The tailor's apprentice...,,,
251736,Horror ,nm0354085 nm0000947 nm0608405 nm0600667 ,4/11/2003,nm0957772 ,English,USA,Two teenage couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.,,,
1078940,Comedy ,nm0000681 nm0015196 nm0269463 nm0000867 ,10/9/2009,nm0082526 ,English,USA,A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage,,,
166924,Drama Mystery Thriller ,nm0915208 nm0005009 nm0857620 nm0587900 ,10/26/2001,nm0000186 ,English Spanish,France USA,After a car wreck on the winding Mulholland Drive renders a woman amnesiac,,,
2283748,Comedy Drama Family Fantasy ,nm0474774 nm0712546 nm0149822 nm0700875 ,9/28/2012,nm1084488 ,Hindi,India,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,,,
1604900,Drama ,nm2432722 nm3609766 nm3108838 nm2429015 ,2/5/2010,nm0633080 ,Min Nan Mandarin,Taiwan,Set in 1980s Taiwan,,,
2112281,Animation Short Action Comedy Family ,nm0601553 nm1157048 nm0197638 nm0006670 ,1/13/2012,nm1977355 nm0397174 ,English,USA,The kingdom is abuzz over the royal wedding of Rapunzel and Flynn Rider.,,,
57372,Comedy Sci-Fi ,nm0001471 nm0001771 nm0601111 nm0293466 ,6/4/1963,nm0001471 ,English,USA,To improve his social life,,,
119431,Action Comedy Short ,nm0360165 nm0626362 nm0788036 nm0516385 ,1997-11,nm0419614 ,English,UK Canada,It's Christmas,,,
59710,Adventure Fantasy Sci-Fi ,nm0000266 nm0001088 nm0187754 nm0724623 ,4/18/1965,nm0206560 ,English,UK,An Edwardian archaeologist and two companions stumble upon a lost city in East Africa,,,
940709,Comedy Drama Family Fantasy Sci-Fi ,nm0159507 nm2514879 nm2922341 nm0399015 ,1/30/2008,nm0159507 ,Cantonese,Hong Kong,A poor Chinese laborer learns important lessons after his son gets a strange new toy.,,,
1124052,Drama History War ,nm1091782 nm1981215 nm0620024 nm0304729 ,4/22/2009,nm1283651 ,Mandarin English Japanese German,China Hong Kong,In 1937,,,
78281,Animation Short Family ,nm0551171 nm0940880 nm0815825 nm0808401 ,12/16/1978,nm0089940 ,English,USA,A young Judean boy tries to sell his beloved old donkey to someone who would care for him as much as he does.,,,
91355,Drama ,nm0583956 nm0345144 nm0025550 nm0423084 ,12/19/1986,nm0945981 ,Mandarin Min Nan,Taiwan,A metaphysical mystery about the lives of three couples in Taipei that continually intersect over a span of several weeks.,,,
1124055,Drama ,nm2802852 nm2271504 nm2802883 nm2816404 ,,nm2809980 ,English,USA,,,,
1785612,Documentary ,nm0360213 nm1247855 nm0330371 nm0005053 ,,nm2481948 ,English,USA,A look at the life of activist,,,
1675163,Comedy Drama ,nm2395048 nm1493163 nm1787651 nm0550316 ,,nm1941757 ,English,USA,Leigh's 29th birthday party takes a sudden turn when she announces that the evening may be the last time her friends see her alive. A night of questions,,,
2944454,Drama Sci-Fi ,nm4331196 nm5720886 nm2329247 nm5721811 ,,nm3721841 ,English,USA,Riley Brown has the ability to go back in time and change her past.,,,
1675161,Comedy Crime Thriller ,nm0000225 nm0000959 nm0176981 nm0001194 ,3/28/2013,nm1033667 ,English,USA,This story throws Elvis impersonators,,,
2115325,Action Crime ,nm1613839 nm2240061 nm0867017 nm0176660 ,9/20/2013,nm3807209 ,English,UK,Amongst the Desperation and fear growing in a crime ridden sink estate in northern England,,,
157016,Crime Drama ,nm0619600 nm0502133 nm0656803 nm0041626 ,2/17/1999,nm0637615 ,French,France,A horse meat butcher's life and mind begins to breakdown as he lashes out against various factions of society while attempting to reconnect with his estranged daughter.,,,
1636780,Animation Action Comedy History Sci-Fi ,nm0157136 nm2174227 nm0410907 nm0468729 ,4/24/2010,nm0847294 ,Japanese,Japan,The silver-haired samurai Sakata Gintoki investigates the disappearance of a legendary sword named Benizakura while his partners Kagura and Shimura Shinpachi try to find out what has happened to Gintoki's friend,,,
1646967,Documentary Adventure Sport ,nm3259757 nm3561278 nm3261915 nm0428367 ,9/8/2011,nm3240319 ,English,USA,Two years in the making,,,
119558,Drama Romance ,nm0000460 nm0000663 nm0000429 nm0001449 ,9/25/1998,nm0001490 ,English,USA France,A man marries his landlady so he can take advantage of her daughter.,,,
2608726,Comedy ,nm0809956 nm1785575 nm2658542 nm2772105 ,12/6/2013,nm3995225 ,English,UK,The comedy follows Sam,,,
119008,Biography Crime Drama Thriller ,nm0000199 nm0000136 nm0000514 nm0456124 ,2/28/1997,nm0001565 ,English Italian Japanese,USA,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life to the expense of his regular one.,,,
77294,Action Sci-Fi Thriller ,nm0001285 nm0000981 nm0882853 nm0001832 ,6/2/1978,nm0001382 ,English,USA UK,A NASA Mars mission won't work,,,
73600,Action Horror Thriller ,nm0001228 nm0643105 nm0842794 nm0662430 ,1975-06,nm0823630 ,English,USA,Two couples vacationing together in an R.V. from Texas to Colorado are terrorized after they witness a murder during a Satanic ritual.,,,
395125,Comedy Crime Thriller ,nm0865950 nm1014577 nm0898420 nm0889623 ,10/22/2004,nm0407067 ,Spanish,Spain Italy,Rafael is the best salesman in the biggest department store of Madrid. He is a fascinating man; all his colleagues fell in love with him...,,,
2071441,Drama Mystery Romance ,nm0156444 nm0417520 nm0955471 nm4081050 ,9/27/2012,nm0403297 ,Mandarin,China South Korea Singapore,In Shanghai,,,
51383,Comedy Drama ,nm0751426 nm0875861 nm0114982 nm0163939 ,12/27/1958,nm0196536 ,English,USA,An orphan goes to live with his free-spirited aunt. Conflict ensues when the executor of his father's estate objects to the aunt's lifestyle.,,,
1016164,Documentary ,nm2642018 nm2631966 nm2628854 nm1830009 ,11/2/2007,nm0644654 ,English,USA,Chronicles the lives of four mortal men and women who work as characters on the sidewalks of Hollywood Boulevard.,,,
67588,Crime Drama Romance Thriller ,nm0000142 nm0910055 nm0005234 nm0488024 ,11/12/1971,nm0000142 ,English,USA,A brief fling between a male disc jockey and an obsessed female fan takes a frightening,,,
1980986,Comedy Romance ,nm0474774 nm1821791 nm1303433 nm2596365 ,4/5/2012,nm1771618 ,Hindi,India,Four son-in-laws marry four brides whose four father-in laws mistake every son-in law for Jolly.,,,
337921,Crime Thriller ,nm0000107 nm0262635 nm0005458 nm0000513 ,9/10/2004,nm0254786 ,English,USA Germany,A young man receives an emergency phone call on his cell phone from an older woman. The catch? The woman claims to have been kidnapped; and the kidnappers have targeted her husband and child next.,,,
1753846,Documentary Sport ,nm5285482 nm5747026 nm5747027 nm5747028 ,2/21/2013,nm0770277 ,English Persian,USA Iran Germany,A documentary that follows one year in the life of American pro basketball player Kevin Sheppard,,,
2331143,Drama ,nm0298048 nm0648762 nm1536988 nm1410940 ,9/28/2013,nm0466153 ,Japanese,Japan,Ryota Nonomiya is a successful businessman driven by money. When he learns that his biological son was switched with another child after birth,,,
71970,Thriller ,nm0000886 nm0696038 nm0200122 nm0569350 ,6/14/1974,nm0001587 ,English,USA,An ambitious reporter gets in way-over-his-head trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the worlds headlines.,,,
431308,Drama Romance ,nm0005476 nm0124930 nm0001065 nm0001435 ,12/21/2007,nm0481418 ,English,USA,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,,,
2020110,Action Sport ,nm0128345 nm1050757 nm1002207 nm2925876 ,4/2/2013,nm1272773 ,Thai Korean,Thailand South Korea,After the son foils an attempt to steal a priceless Thai artifact,,,
890870,Horror Thriller ,nm0068551 nm0666398 nm0541908 nm0751018 ,10/26/2007,nm1135423 ,English,USA Canada,Jigsaw and his apprentice Amanda are dead. Now,,,
101640,Drama ,nm0000084 nm0530864 nm0372078 nm0134862 ,12/20/1991,nm0955443 ,Mandarin,China Hong Kong Taiwan,China in the 1920's. After her father's death,,,
2173024,Drama Thriller ,nm1594341 nm2671586 nm1773400 nm5075138 ,7/27/2012,nm1203781 ,Korean,South Korea,Jae-hyuk is an ordinary man in his 40s. He works as a medical supplies salesman and is hassled by doctors all day...,,,
3118706,Action Drama Romance ,nm5874824 nm5647659 nm5874825 nm2686915 ,1/22/2014,nm2213552 ,Spanish,Haiti France Dominican Republic,In a poor shantytown of Santo Domingo,,,
21814,Horror ,nm0000509 nm0151377 nm0543115 nm0296859 ,2/14/1931,nm0115218 ,English Hungarian Latin,USA,The ancient vampire Count Dracula arrives in England and begins to prey upon the virtuous young Mina.,,,
83996,Comedy Crime ,nm0000086 nm0301556 nm0728208 nm0291979 ,10/6/1982,nm0008911 nm0320833 ,French,France,Cruchot's police office moves into a new building. They do not only get high tech equipment,,,
469903,Biography Drama Sport ,nm0114532 nm0000598 nm0000317 nm0378200 ,10/10/2008,nm0001219 ,English,USA Germany,A drama based on the life of college football hero Ernie Davis,,,
462590,Crime Drama Music Romance ,nm1475594 nm1564087 nm1690482 nm2026113 ,8/11/2006,nm0281945 ,English,USA,Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school,,,
2125435,Drama Fantasy ,nm4832920 nm4833412 nm3017611 nm3017935 ,7/5/2012,nm1022455 ,English,USA,Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs,,,
99523,Horror ,nm0000947 nm0424527 nm0562920 nm0077720 ,,nm0004372 ,English,USA,A strange woman runs a boardinghouse whose tenants--mostly misfits and others who won't be missed--begin dying off or simply disappearing...,,,
1060256,Action ,nm1480573 nm1217394 nm0473577 nm0651534 ,10/25/2008,nm1216495 ,Japanese,Japan,Ichi is a blind woman who roams about town with her shamisen (a three-stringed Japanese guitar),,,
2877108,Comedy Crime Thriller ,nm4043111 nm4195102 nm1099597 nm2132667 ,5/1/2013,nm5650589 ,Tamil,India,A botched kidnapping attempt leads to much confusion.,,,
788252,Comedy Drama Romance ,nm0158830 nm1278879 nm1862701 nm0423080 ,4/13/2006,nm2217930 ,Korean,South Korea,Now and Forever tells the emotional journey of a playboy who finds true love in his relationship with a beautiful girl he met at the hospital.,,,
2042568,Drama Music ,nm1209966 nm1659547 nm0000422 nm1330560 ,1/10/2014,nm0001053 nm0001054 ,English,USA UK France,A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.,,,
1790869,Horror Thriller ,nm0004757 nm1208725 nm0195439 nm0001540 ,11/9/2012,nm3134012 ,English,Canada,The Hughes cottage vacation is violently interrupted by a family on a murderous and identity stealing journey,,,
410730,Comedy Drama Horror ,nm1581839 nm1627935 nm0083894 nm0350550 ,8/23/2006,nm0701650 ,Hungarian English Russian,Hungary Austria France,Three generations of men,,,
1790867,Documentary Comedy Drama Music ,nm4309096 nm0018220 nm2574182 nm4308614 ,12/6/2012,nm0087895 ,English,USA,What happens when a generation's ultimate anti-authoritarians -- punk rockers-- become society's ultimate authorities -- dads...,,,
865297,Drama Romance ,nm1973422 nm1047329 nm0001057 nm0860997 ,3/6/2008,nm1171959 ,English,Australia UK,All Thomas wants is a normal adolescence but his autistic brother,,,
41113,Drama ,nm0002024 nm0409869 nm0238445 nm0001135 ,1950-01,nm0744035 ,English,USA,The rise and fall of a corrupt politician,,,
1210355,Drama Thriller ,nm0086697 nm1678849 nm0619453 nm0753588 ,11/5/2009,nm5376712 ,English,Switzerland Hungary,A teenage girl is hiding a criminal inside her bedroom closet. At first they have an innocent relationship: trading stories...,,,
1570728,Comedy Drama Romance ,nm0136797 nm0331516 nm0000194 nm1297015 ,7/29/2011,nm0275629 nm0720135 ,English,USA,A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend,,,
113097,Comedy Romance ,nm0000345 nm0000700 nm0001505 nm0828906 ,5/19/1995,nm0000345 ,English,USA,Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an...,,,
100419,Comedy Family ,nm0646943 nm0000615 nm0912001 nm0331906 ,7/27/1990,nm0240797 ,English,USA,A young boy is just short of a monster. He is adopted by a loving man and his wacky wife. The laughs keep coming as the boy pushes them to the limits.,,,
