2290543	Drama 	nm4939794 nm1517703 nm3634501 nm3935249 	2012-02-24	nm4939794 	Malayalam	India	So, we have the kernel of the old story reworked a little and made a bit complex with the use of flashbacks...
0039594	Musical Romance 	nm0001289 nm0130829 nm0448765 nm0696866 	1946-11-25	nm0461497 	English	UK	Biography of the famous--and notorious--Italian violinist Nicola Paganini.
0371606	Animation Adventure Comedy Family Sci-Fi 	nm0103785 nm0000349 nm0005190 nm0461455 	2005-11-04	nm0227540 	English	USA	After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion.
1979320	Action Biography Drama Sport 	nm0117709 nm1165110 nm1312575 nm0487884 	2013-09-27	nm0000165 	English German Italian French	UK Germany	The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.
0071442	Drama 	nm0000072 nm0000846 nm0543054 nm0913332 	1975-10-10	nm0665993 	Italian English	Italy	Mentally disturbed spinster Lise experiences a series of bizarre encounters in Rome as she searches for someone to murder her.
1549589	Drama 	nm0000300 nm1326732 nm2251846 nm0209629 	2012-02-01	nm0844333 	French English Polish	France Poland Germany	On her latest assignment, a journalist for Elle immerses herself in a prostitution ring run by university students.
0338526	Action Adventure Fantasy Mystery Thriller 	nm0413168 nm0000295 nm0746896 nm0378175 	2004-05-07	nm0814085 	English Latin	USA Czech Republic	The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.
1190910	Thriller 	nm0001632 nm0811027 nm0005006 nm0397432 	2010	nm0831370 	English	USA	While trying to get their lives back on track after the loss of their four year old son, Bryn and Paul Shaw move to the charming old Beacon Apartments...
2226519	Thriller 	nm0115161 nm1882152 nm1544217 nm1685408 	2013-10-17	nm0362566 	English	USA	A young singer/songwriter, despite being married, becomes involved with her new guitarist, who she soon discovers has a dark past and may be a danger to her and those close to her.
2268458	Drama Thriller 	nm2681284 nm0680667 nm3512758 nm2989873 	2014-07-31	nm1991847 	English	Australia	A self-obsessed young man makes his way to the party-to-end-all-parties on the last day on Earth, but ends up saving the life of a little girl searching for her father. Their relationship ultimately leads him on the path to redemption.
2265179	Documentary 	nm5180459 nm4240055 		nm4240055 	English	USA	Blood Brother is an intimate portrait of Rocky Braat, a young man who longed to find a family. He didn't know it...
1549587	Drama 	nm1417272 nm2532083 nm1690593 		nm1267716 	English	Chile Bolivia USA	
1549584	Comedy Horror 	nm2382045 nm3137184 nm3331148 nm2427130 	2012-01-07	nm2930893 	English	USA	The story of six young volunteers working on a humanitarian project in the woods. Horrific accidents, rash decisions and the unpredictability of human nature leads them all to the same disturbing conclusion. Volunteer work can be a killer.
0435670	Crime Drama Fantasy Mystery Thriller 	nm0154226 nm1760272 nm0001315 nm0549815 	2007-04-27	nm0333060 	English	USA Canada	After an attack leaves him in limbo -- invisible to the living and also near death -- a teenager discovers the only person who might be able to help him, is his attacker.
2366572	Documentary Music 	nm1357683 nm1577190 nm0419650 nm0891641 	2014-07-11	nm0000165 	English Spanish	USA	Hip-hop artist Jay-Z organizes the "Budweiser Made In America" music festival.
0435679	Drama Romance 	nm0363699 nm0565366 nm0366106 nm1579445 	2008-09-13	nm1383079 	English	USA	17-year-old Natalie thinks she's got it all figured out until she falls for a guy who has nothing to lose.
1745740	Drama Horror Mystery Romance Thriller 	nm0000374 nm1638022 nm2145177 nm0353238 		nm3282373 	English	USA	17-year-old Eli has just moved with his family deep into the backwoods of Kentucky to work on the isolated farm of a local recluse...
3068960	Comedy 	nm3725018 nm5514879 nm6008845 nm0452795 	2013-08-15	nm3576774 	Russian	Russia	
0800228	Drama 	nm0001305 nm0005064 nm2252767 nm2258230 		nm2253934 	English	USA	SWEDISH AUTO is the dramatic story of a small-town mechanic who voyeuristically observes life from the shadows...
0046040	Drama 	nm0545298 nm0601930 nm0002108 nm0593192 	1953-06-29	nm0001415 	English German	USA	Czech circus owner-Clown and his entire troupe employ a daring stratagem in order to escape en masse from behind the iron curtain.
0116714	Drama 	nm0000274 nm0001305 nm0258353 nm0001525 	1997-01-31	nm0798788 	English	USA	It's the day before Christmas, the day before John's 21st birthday. He's a prostitute on Santa Monica Blvd in L.A....
1095174	Comedy Romance 	nm0000250 nm0001065 nm0266441 nm0799777 	2009-01-30	nm0255411 	English Spanish	USA Canada	A Miami businesswoman adjusts to her new life in a tiny Minnesota town.
0119905	Comedy Drama 	nm0513964 nm0930454 nm0253068 nm0933188 	1998-04-08	nm0001084 	English	USA	A woman must contend with rival strippers and her boss in an attempt to make a legitimate living.
0078163	Comedy Crime 	nm0000634 nm0007042 nm0477297 nm0001007 	1978-07-19	nm0001175 	English Latin	UK USA	To prove that he still is strong and powerful, Philippe Douvier decides to kill Clouseau. Once news of his "death" has been announced, Clouseau tries to take advantage of it and goes undercover with Cato to find out who tried to kill him.
0146316	Action Adventure Fantasy Thriller 	nm0001401 nm0000685 nm0322513 nm0852965 	2001-06-15	nm0922346 	English	USA UK Japan Germany	Video game adventuress Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.
0049477	Adventure 	nm0111311 nm0001033 nm0430460 nm0629539 	1956-02	nm0928644 	English	USA	Three deep sea divers get involved in murder while searching for a lost treasure.
1135503	Biography Drama Romance 	nm0010736 nm0000658 nm0582149 nm0001804 	2009-08-07	nm0001188 	English French	USA	Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.
0433400	Comedy Romance 	nm0005351 nm0005442 nm0267506 nm0005098 	2005-11-23	nm0474955 	English	Germany USA Canada	While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with -- a woman whose rejection of him turned him into a ferocious womanizer.
0433405	Drama Thriller 	nm0000146 nm0000661 nm0390903 nm0001223 	2007-10-25	nm0250315 	English	UK USA	A soldier recounts his relationship with a famous political prisoner attempting to overthrow their country's authoritarian government.
0119861	Musical Romance Action Drama 	nm0451321 nm0700869 nm0154274 nm0013157 	1997-12-08	nm0007131 	Hindi	India	This film takes a serious look at the lives of Westernized Non-Resident Indians (NRIs) in North America...
0065063	Comedy Crime 	nm0000095 nm0546755 nm0384787 nm0404985 	1970-08-27	nm0000095 	English	USA	The life and times of Virgil Starkwell, inept bank robber.
2069787	Short Drama Sci-Fi 	nm0001158 nm0452288 nm3424661 		nm1973118 	English	USA	A derelict spaceship becomes self-aware and builds itself a mechanical body in order to feel alive.
0373733	Comedy Drama 	nm1413459 nm1150216 nm1467000 nm3888981 	2003-08-29	nm0788171 	Tamil	India	'Boys' is the story of five boys and a girl from different families They are youthful, vibrant, careless violating all conventions and In the process, they discover their hidden talents.
0295427	Comedy Family 	nm0001022 nm0261170 nm0332390 nm0000981 	2002-08-02	nm0086690 	English	USA	An Italian waiter fights off a criminal mastermind with his inherited powers of disguise.
0419749	Biography Comedy Crime Drama 	nm0004874 nm0227759 nm0798779 nm0733678 	2006-03-17	nm0001486 	English	Germany USA	Based on the true story of Jack DiNorscio, a mobster who defended himself in court for what would be the longest mafia trial in U.S. history.
3004642	Drama 	nm6287869 nm6287870 nm5754128 nm0539981 		nm5754127 nm1474392 	French	Canada	A deep feeling of nostalgia takes hold of Ali following his mother's death, causing him to slowly drift away from family life...
0850677	Drama Horror Romance 	nm2142336 nm1017334 nm0001541 nm1554944 		nm0336486 	English	USA	Diane's feelings for Jack -- the girl she met over the summer -- begin to manifest themselves in terrifying ways when she learns that her friend will soon be moving away.
0080500	Drama 	nm0000997 nm0000149 nm0005371 nm0001236 	1980-05-23	nm0443445 	English	USA	A carnival comes to a small town. Eighteen year old Donna meets Frankie and Patch, two carnival hustlers...
2111392	Action Horror 	nm1057928 nm0629697 nm1139632 nm0858573 	2014-01-16	nm1892220 	English	USA	Raze, a horror/action film, focuses on two abducted women & 50 other women who are forced to fight each other using their bare hands.
2977646	Short Comedy 	nm1106245 nm1553955 nm2618232 nm1022440 		nm2759156 	English	USA	A charming bathroom attendant at risk of losing his job due to new management teaches us that sometimes there's more to a job than just tending to the needs of customers.
0120321	Comedy Drama 	nm0063440 nm0010963 nm0065942 nm0001200 	1998-06-26	nm0264220 	English	Canada USA	Young Indian man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear...
0036868	Drama Romance War 	nm0545298 nm0000763 nm0001485 nm0942863 	1947-10-03	nm0943758 	English	USA	Three WWII veterans return home to small-town America to discover that they and their families have been irreparably changed.
0120324	Crime Drama Thriller 	nm0000200 nm0000671 nm0000403 nm0109785 	1999-01-22	nm0000600 	English	UK Germany France USA Japan	When three blue collar acquaintances come across millions of dollars in lost cash they make a plan to keep their find from the authorities but find complications and mistrust weaving its way into their plan.
0103859	Comedy Drama Romance 	nm0000552 nm0002101 nm0000932 nm0004979 	1992-07-01	nm0399737 	English French	USA	A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant then he is.
0075932	Drama Romance 	nm0001376 nm0070987 nm0320379 nm0246947 	1977-10-08	nm0330848 	French	France Switzerland West Germany	Beatrice is a very reserved and quiet young woman. Her friend Marylene is left by her lover and brings...
0075930	Crime Horror Sci-Fi Mystery Thriller 	nm0516215 nm0706298 nm0006800 nm0796662 	1979-07-11	nm0169540 	English	USA	A New York detective investigates a series of murders committed by random New Yorkers who claim that "God told them to."
1114680	Drama 	nm0001358 nm0571964 nm0324658 nm1985859 		nm1802374 	English	USA	An aging Tennessee farmer returns to his homestead and must confront a family betrayal, the reappearance of an old enemy, and the loss of his farm.
1491044	Biography Crime Drama 	nm0788335 nm0262635 nm0290556 nm0000213 	2013-05-02	nm1033517 	English	USA	The true story of Richard Kuklinski, the notorious contract killer and family man. When finally arrested in 1986, neither his wife nor daughters have any clue about his real profession.
0356634	Comedy Family 	nm0005227 nm0001349 nm0864997 nm0000195 	2004-06-11	nm0382072 	English	USA	Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.
0255094	Drama 	nm0021747 nm0541104 nm0267077 nm0754850 	2000-09-08	nm0070159 	Persian	Iran Italy Switzerland	Various women struggle to function in the oppressively sexist society of contemporary Iran.
0130370	Action Adventure Thriller 	nm0722221 nm0001368 nm0068551 nm0726167 		nm0722221 	English	USA	A group of Russian mobsters have stolen a huge supply of paper for printing U.S. currency, and are now flooding the market with conterfeit bills...
0353014	Action Fantasy Animation Sci-Fi 	nm0008813 nm0146681 nm1654656 nm0512272 	2003-07-17	nm1340910 	Korean English	South Korea USA	Civilization has been destroyed by war and pollution, but the survivors have built the last city of Ecoban...
3018700	Short Action Fantasy Mystery 	nm1999952 nm3487588 nm3557211 	2013-07-12	nm2748516 	English	Canada	A super powered vigilante defies the law using extreme violence to fight crime.
0452664	Comedy 	nm2367991 nm3067246 nm0944543 nm0626161 	2012-11-30	nm0905343 	Portuguese English Russian French	Brazil	Marcos and Beto meet when crashing a private New Year's Eve party and subsequently go on a three-day adventure.
0452660	Comedy Drama 	nm0029400 nm1007554 nm0633223 nm1926948 		nm0829925 	English	USA	A young man with a terminal illness makes an unconventional request on local television.
3061202	Drama 	nm4921260 nm4921399 nm5869061 nm5939214 	2013-08-08	nm2569351 	Malayalam	India	Kasi and Suni are close friends who studied together in an engineering college. Assi, who comes to Kerala...
0772105	Drama 	nm0729887 nm0157098 nm0029580 nm0316074 	2006-11-10	nm0815204 	Italian	Italy France	Geremia, an aging tailor/money lender, is a repulsive, mean, stingy man who lives alone in his shabby house with his scornful...
0376994	Action Adventure Sci-Fi Thriller 	nm0001772 nm0413168 nm0000932 nm0000463 	2006-05-26	nm0711840 	English	Canada USA UK	When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.
1764625	Animation Adventure Comedy Family 	nm1504627 nm1043338 nm0616489 nm1229738 	2012-08-31	nm1955897 	English Spanish	Spain	Tad is a celebrity archeologist and adventurer just like his hero Max Mordon... in his dreams! In reality...
0382330	Comedy Drama Music Romance 	nm0638824 nm0356516 nm0803649 nm0433479 	2004-09-03	nm0689392 	Swedish English Italian	Sweden Denmark	A successful international conductor suddenly interrupts his career and returns alone to his childhood village in Norrland...
0016332	Comedy Family Romance 	nm0000036 nm0245536 nm0055797 nm0250366 	1925-03-11	nm0000036 	English	USA	A man learns he will inherit a fortune if he marries. By 7 p.m. Today.
0078389	Crime Mystery Thriller 	nm0694293 nm0001831 nm0692110 nm0234538 	1980-05-02	nm0789033 	English	UK	The year is 1914 and Richard Hannay, Mining Engineer who is visiting Britain for a short time before returning to South Africa...
3070690	Short Horror Thriller 	nm5013690 nm5013826 nm5012498 	2014-01-14	nm3417273 			
0439815	Comedy Horror Sci-Fi 	nm0277213 nm0006969 nm0740264 nm0860065 	2006-03-31	nm0348181 	English	Canada USA	A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.
2915160	Drama Thriller 	nm5674436 nm5674223 nm5674975 nm2228509 	2013-09-26	nm2113089 	Hebrew Arabic	Israel Germany Belgium	Tells the story of the complex relationship between an Israeli Secret Service officer and his teenage Palestinian informant...
0816556	Drama Horror Mystery Thriller 	nm1647620 nm0687109 nm2089454 nm1457088 		nm1757667 	English	Australia	A supernatural drama about grief.
0913968	Action Drama History War 	nm0001472 nm0490489 nm0437580 nm1292891 	2007-12-12	nm0151066 nm0948145 	Mandarin	Hong Kong China	It's a heroic tale of three blood brothers and their struggle in the midst of war and political upheaval...
0119068	Family Comedy 	nm0001815 nm0440514 nm0058831 nm0550813 		nm0156047 	English	USA	The title says it all. There's a mix up involving stolen diamonds which Ernest has (naturally) made into a yo-yo and given to his would be girlfriend...
0073109	Drama History War 	nm0364915 nm0166703 nm0640023 nm0726403 	1977-02-15	nm0171917 	English	USA	Corrie and Betsie ten Boom are middle-aged sisters working in their father's watchmaker shop in pre-WWII Holland...
0053472	Crime Drama Romance 	nm0000901 nm0781029 nm0099429 nm0400142 	1961-02-07	nm0000419 	French English	France	A young car thief kills a policeman and tries to persuade a girl to hide in Italy with him.
0485851	Crime Drama Thriller 	nm0000409 nm0001264 nm0000412 nm0000102 	2007-12-13	nm0497528 	English Spanish	Mexico USA	A drama based on an ancient Chinese proverb that breaks life down into four emotional cornerstones: happiness, pleasure, sorrow and love. A businessman bets his life on a horse race; a gangster sees the future; a pop star falls prey to a crime boss; a doctor must save the love of his life.
0942384	Drama Romance Sport 	nm0942901 nm0005388 nm0392073 nm1495452 	2009-04-16	nm0995691 	English	USA	When his college dreams are sidelined by family obligations, a young man finds comfort in surfing with his best friend's brother.
0058355	Family Comedy Sci-Fi 	nm0456565 nm0002088 nm0000748 nm0260020 	1964-03-25	nm0829038 	English	USA	Merlin Jones, a precocious and intelligent high-school boy, experiments with hypnosis and creates a mind-reading machine...
0074730	Drama Family Musical Romance 	nm0004434 nm0716851 nm0347901 nm0000821 	1976-01-27	nm0007181 	Hindi Urdu	India	A love story spanning two generations... a film that happens SOMETIMES...
0139668	Crime Drama Mystery Thriller 	nm0000142 nm0913460 nm0004986 nm0000249 	1999-03-19	nm0000142 	English	USA	Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?
2125666	Documentary 	nm5938541 nm5938543 nm5938547 nm5938535 	2014-08-16	nm1132362 	English	USA Netherlands UK Denmark	A documentary that follows a billionaire couple as they begin construction on a mansion inspired by Versailles. During the next two years, their empire, fueled by the real estate bubble and cheap money, falters due to the economic crisis.
2102396	Drama 	nm3102213 nm1368431 nm2428826 nm2489120 	2012-05-04	nm0695038 	Portuguese	Brazil	Two girlfriends visit a big Brazilian beach festival and decide to just let go. They enjoy the music, booze, drugs and on one steamy afternoon even each other. They also meet a young man and things can't be better. Can this paradise last?
0065377	Drama Thriller 	nm0000044 nm0001509 nm0001421 nm0781029 	1970-03-05	nm0780833 	English Italian	USA	Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.
0347048	Drama Romance 	nm0960379 nm1402546 nm0456077 nm1597241 	2004-03-11	nm0015359 	German Turkish English	Germany Turkey	In 'Gegen die Wand' Cahit, a 40-something male from Mersin in Turkey has removed everything Turkish from his life...
0486615	Musical 	nm0006795 nm0222426 nm0700875 nm3169069 	2009-10-30	nm1150959 	Hindi	India UK	The story revolves around two childhood friends Arjun and Munnu who find a way to get from a small village in India to Wembley as Rock stars, having overcome their personalities.
1441373	Drama 	nm2130040 nm2143950 nm4013156 nm4019768 	2010-09-10	nm0182459 	Italian German English	Italy Germany France	Non-linearly follows two kids, rejected by their peers, who become friends. They separate later in life and dedicate to their careers. Still, they feel as if something is missing.
0023948	Comedy Drama 	nm0237597 nm0000858 nm0000891 nm0001318 	1934-01-12	nm0002030 	English	USA	Affluent Millicent and Oliver Jordan throw a dinner for a handful of wealthy and/or well-born acquaintances, each of whom has much to reveal.
0090247	Comedy 	nm0131033 nm0211565 nm0024580 nm0409420 	1984-12	nm0889402 	Italian	Italy	A group of students from the San Crispino school for boys take a holiday in the United States, traveling...
0391304	Comedy Drama Romance 	nm0005110 nm0001605 nm0543383 nm0305083 	2005-04-22	nm0170719 	English American Sign Language	USA	On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together...
0308411	Drama 	nm0353630 nm0000855 nm0265309 nm1227932 		nm1139726 	English	USA	Almost forty years after the John F. Kennedy assassination, an ex-Marine named Walter Ohlinger has come forward with a startling claim.
1739298	Romance 	nm0319177 nm0002018 nm1127608 nm0525702 		nm0488289 	English	UK	Amanda is a corporate highflier who needs a slacker so she can have a baby and keep her career.
0064729	Horror Mystery Sci-Fi 	nm0593192 nm0375606 nm0103722 nm0471854 	1969-05-14	nm0870094 	English	USA	The disfigured curator of a wax museum murders his enemies and then uses their bodies as exhibits in his museum.
0085276	Action Drama Romance Thriller 	nm0000152 nm0438585 nm0582586 nm0752636 	1983-06-09	nm0564319 	English	USA	Jesse has to get out of Las Vegas quickly, and steals a car to drive to L.A. On the way he shoots a police man...
0085271	Sci-Fi Thriller 	nm0000686 nm0000081 nm0001221 nm0731772 	1983-09-30	nm0874320 	English	USA	Brilliant researchers Lillian Reynolds and Michael Brace have developed a system of recording and playing back actual experiences of people...
0082971	Action Adventure 	nm0000148 nm0000261 nm0293550 nm0722636 	1981-06-12	nm0000229 	English German Hebrew Spanish Arabic Nepali	USA	Archeologist and adventurer Indiana Jones is hired by the US government to find the Ark of the Covenant before the Nazis.
1429392	Crime Thriller 	nm0005007 nm1430201 nm0001780 nm0094095 	2011-09-22	nm1424878 	English	Canada	A modern, gothic tale of crime and redemption about an aging police officer from a small Ontario Mennonite town who hides a violent past until a local murder upsets the calm of his newly reformed life.
0463960	Mystery Thriller 	nm0000565 nm0683253 nm0935921 nm0697062 	2014-02-15	nm1950060 	English	USA	Kathryn Vale (Lena Olin) is a reclusive ex-movie star with a dark secret and a daughter hoping to follow in her mother's movie-star footsteps...
0118607	Drama History Mystery 	nm0005023 nm0000190 nm0000164 nm0000151 	1997-12-10	nm0000229 	English Mende Spanish	USA	About a 1839 mutiny aboard a slave ship that is traveling towards the northeastern coast of America. Much of the story involves a court-room drama about the free man who led the revolt.
0100707	Action Drama Thriller 	nm0000775 nm0578903 nm0521551 nm1388839 	1990-01-19	nm0002240 	English	USA	Serious, well-made story of runaways living in Venice, California, under the threat of a psychotic cop who is a serial killer of prostitutes.
0018578	Drama Romance War Action 	nm0001966 nm0736777 nm0035159 nm0707814 	1929-01-05	nm0920074 	English	USA	Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.
0090967	Comedy Crime Drama 	nm0001823 nm0527099 nm0000905 nm0000971 	1986-10-30	nm0000464 	English Italian	USA West Germany	The story of three different men in a Louisiana prison and their eventual journey.
1094295	Horror Thriller 	nm2016685 nm0936353 nm0421105 nm0271657 		nm0450699 	English	UK	Following the disappearance of his younger brother Tom, Matthew Ryan tries to put his life and sanity back together. However the past keeps coming back to haunt him.
0028030	Short Documentary 	nm4613708 nm0340961 nm0499310 nm3881584 		nm0914972 nm0942217 	English	UK	Shows the special train on which mail is sorted, dropped and collected on the run, and delivered in Scotland overnight.
2404738	Comedy Horror 	nm1281229 nm1832584 nm0631326 nm3016653 	2013-09-27	nm0407067 	Spanish	Spain France	A gang of escaping jewellery thieves get trapped by a coven of witches.
0439662	Drama Musical Romance Thriller 	nm0451148 nm0004418 nm0438501 nm0007102 	2006-05-26	nm0463316 	Hindi Indonesian	India	Set in Delhi and the Kashmir Valley, a blind woman falls in love with a rakish tour guide who hides a terrible secret...
2294679	Documentary 	nm2160688 nm5066312 nm5051602 nm2985111 	2013-09-13	nm0578436 	English	USA	A documentary on radical left-wing activist turned FBI informant, Brandon Darby.
0218553	Horror 	nm0620397 nm0766212 nm0297906 nm0463201 	1999-01-23	nm0620378 	Japanese	Japan	Reiko takes Yoichi into hiding when her son begins to display frightening powers. Meanwhile, Mai Takano and the authorities begin a desperate search for them, as the mysterious Ring curse spreads...
1422800	Mystery Thriller 	nm1577637 nm0797464 nm0115152 nm0004911 		nm1739039 	English	USA	Driving to a wedding in Los Angeles through the Mojave Desert, Paul and Adrienne pull off the highway and into Roy's Motel and Cafe...
0896872	Biography Crime Drama Thriller 	nm0001838 nm0000899 nm0000603 nm0000657 	2011-06-23	nm2326979 	English Romanian Russian Serbian	Germany Canada USA	A drama based on the experiences of Kathryn Bolkovac, a Nebraska cop who served as a peacekeeper in post-war Bosnia and outed the U.N. for covering up a sex scandal.
1316624	Comedy Drama 	nm0000573 nm0004743 nm3817466 nm0285603 		nm1037560 	English	Canada	Elizabeth Alison Gray is just your average suburban 11-year old waiting for adolescence to arrive when she finds out her whole life has been a lie. With only her imagination to guide her, she runs away to find the truth.
0843358	Animation Drama 	nm0001626 nm0001655 nm0000618 nm0314253 	2011-05-06	nm0276414 nm1202628 	English	USA	The story of a man who rescues a German shepherd and how the two become fast friends.
0247638	Comedy Family Romance 	nm0000267 nm0004266 nm0001185 nm0000525 	2001-08-03	nm0005190 	English	USA	Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her 15th year.
0064285	Drama 	nm0000076 nm0137105 nm0782563 nm0202120 	1970-09-11	nm0000076 	French French Sign Language	France	In a French forest in 1798, a child is found who can not walk, speak, read or write. A doctor becomes interested in the child and patiently attempts to civilize him.
1316622	Adventure Drama Mystery Thriller 	nm0004778 nm0223518 nm0730455 nm0002343 	2011-06-10	nm1042371 	English	USA Canada	A man trapped in a car wreck at the bottom of a ravine must overcome incredible odds to survive.
0772906		nm2188943 nm2192012 nm2196750 nm2196711 		nm1304069 	French	France	
0079759	Comedy Drama Music 	nm0044680 nm0173189 nm0479502 nm0093662 	1979-02-22	nm0000019 	Italian German	Italy West Germany	An orchestra assmbles for a rehearsal in an ancient chapel under the inquisive eyes of a TV documentary crew, but an uprising breaks out.
0844760	Action Adventure Sci-Fi 	nm0000680 nm0086883 nm0389621 nm0462673 	2008-07-19	nm0627159 	English	USA South Africa Germany	Johnny Rico is called back into action to defeat the bugs.
0259836	Drama Short 	nm1563550 		nm0842465 	English	USA	A troubled young teenager has trouble dealing with the death of his mother and his ill treatment by his stepfather.
0144814	Horror Sci-Fi Thriller 	nm0004749 nm0518715 nm0116465 nm0810397 	1999-03-12	nm0002240 	English	USA	A massacre strikes up after an outcast girl is taunted by a group of high school jocks, all of them unaware of her violent, cutthroat psychic power.
0055614	Crime Drama Musical Romance Thriller 	nm0000081 nm0001995 nm0000937 nm0848560 	1961-12-23	nm0730385 nm0936404 	English Spanish	USA	Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.
0273799	Comedy Crime Family 	nm0513281 nm0588777 nm0005085 nm0340720 	2001-10-05	nm0384722 	English	USA	Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.
0064284	Animation Short 				None	Canada	A cinematic portrait of people walking in their individual ways.
2902646	Comedy Drama Romance 	nm5666170 nm2546262 nm5665895 nm4884621 	2013-04-04	nm3447204 	Indonesian	Indonesia	
3129282	Comedy War 	nm0222143 nm0412917 nm0430817 nm1675786 	2013-10-11	nm3464122 	Hindi Urdu	India	It is M*A*S*H comes to India and meets bollywood. A situational/satirical comedy, full of funny dialogues and tries to show a new side of war...
0985636	Drama 	nm0045393 nm0611552 nm1234298 nm0080149 	2007-10-12	nm1224879 	Hindi Bhojpuri	India	A woman sacrifices her own happiness and reputation to financially support her family by working as a call girl.
0245429	Animation Adventure Family Fantasy 	nm0153738 nm0687189 nm0997115 nm0383708 	2003-03-28	nm0594503 	Japanese	Japan	In the middle of her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and monsters; where humans are changed into animals; and a bathhouse for these creatures.
0037865	Drama Film-Noir Thriller 	nm0000074 nm0664273 nm0002022 nm0001637 	1945-12-20	nm0821472 	English	USA	A writer meets a young socialite on board a train. The two fall in love and are married soon after, but her obsessive love for him threatens to be the undoing of both them and everyone else around them.
0105572	Drama Romance 	nm0001367 nm0000496 nm0001726 nm0244630 	1993-08-06	nm0093271 	English	France USA	In 1961 Long Island Alice is just that bit younger than her playmates. She doesn't quite understand yet about some grownup things and is teased a lot...
2219958	Drama History 	nm0958790 nm1357740 nm0017343 nm0844761 	2013-04-05	nm0147356 	Spanish	Mexico	
0446719	Horror Sci-Fi Thriller 	nm0204583 nm0365317 nm0411903 nm0504821 	2006-06-07	nm0639376 	English	UK Ireland USA	On a remote Irish farm, five people become unwilling participants in an experiment that goes nightmarishly wrong.
1065060	Horror Thriller 	nm0186120 nm2604853 nm2711612 nm2109970 	2008-10-28	nm0442118 	English	USA	As five underworld heavies settle in for an all night stay at an abandoned warehouse and former film studio...
0309912	Drama Romance 	nm0402271 nm0068260 nm0001626 nm0000980 	2003-05-29	nm0569790 	English	UK USA	A young, compassionate man struggles to save his family and friends from the abusive exploitation of his cold-heartedly grasping uncle.
0938284	Horror Sci-Fi 	nm2373381 nm4341133 nm1566245 nm0055791 	2012-04-25	nm1346075 	English	UK	A woman awakes in a cell with three others to find she is part of a horrible experiment.
1990422	Comedy 	nm1100405 nm1534700 nm1061709 nm3043680 		nm1415705 	English	USA	Karen's life as a small town receptionist is turned upside down when the father she never knew calls for a refrigerator repair...
0060214	Comedy Horror 	nm0931054 nm0197715 nm0179154 nm0001889 	1967-04-07	nm0858873 	English	UK	The sinister Dr Watt has an evil scheme going. He's kidnapping beautiful young women and turning them into mannequins to sell to local stores...
2380594	Drama History 	nm6039245 nm5259310 nm4608278 nm5176127 	2012-10	nm1420059 	Arabic	Egypt	Set against the momentous backdrop of the whirlwind Tahrir Square protests, Winter of discontent poetically...
0138353	Crime Drama 	nm0001606 nm0942482 nm0220867 nm0000145 		nm0664499 	English	USA	What's the bond between partners, between brothers, and between spouses? In L.A., Bill Holt handcuffs...
2072979	Comedy Drama Family 	nm1342461 nm0240445 nm1971533 nm0285890 		nm1453714 	English	USA	Meghan Doherty is a young, talented executive who neglects her mother and close friends to focus on one goal MAKING MONEY...
1045658	Comedy Drama Romance 	nm0177896 nm2225369 nm0000134 nm0915865 	2012-12-25	nm0751102 	English	USA	After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.
1439572	Drama Romance Sci-Fi 	nm0000191 nm1200692 nm5009714 nm0001567 	2011-08-26	nm0533284 	English Sign Languages	UK Sweden Denmark Ireland	A chef and a scientist fall in love as an epidemic begins to rob people of their sensory perceptions.
2178256	Drama 	nm5524365 nm5524328 nm1001689 nm4343877 	2013-08-29	nm1203596 	o	Australia Thailand Laos	A boy who is believed to bring bad luck to everyone around him leads his family and two new friends through Laos to find a new home...
